DisplayName;team;position;underposition;sessionDate;sessionType;allMaxSpeed;distanceTotal;distanceZ5Abs;distanceZ6Abs;maxSpeed;totalTime;entriesZ6Abs;Saison;
JOUEUR 13;U17;Milieu;Milieu Defensif;02/11/2024;Match Day -1;30,29;6583,565626;326,0048586;85,06882289;7,62778388;5272,499995;8;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;14/09/2024;Match Day;32,8;10725,85156;827,9159352;84,87932543;8,2916733;5830,899999;6;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;24/07/2024;Pre saison;33,9;10380,07642;324,3783794;84,77419706;8,12778428;4959,999998;9;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;17/02/2024;Match Day;33,7;10236,68242;452,0220377;84,73438838;8,77222924;6077,79999;5;2023 - 2024;
JOUEUR 09;Pro2;Defenseur;Central Centre;05/03/2025;Match Day -3;32,7;7519,463449;236,6748597;84,72761279;8,74722922;5380,199988;4;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;21/08/2025;Match Day -2;33,7;5343,768956;255,9579392;84,71653309;8,2500066;4389,500004;7;2025 - 2026;
JOUEUR 04;Pro2;Attaquant;;22/02/2025;Match Day;36,3;3814,297131;214,4223342;84,60729618;9,18889624;2014,799996;3;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;02/12/2023;Match Day;34,6;9089,446072;377,6471697;84,47335558;7,89445076;5141,999992;8;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;20/08/2025;Match Day -3;33,9;7716,511515;1495,549938;84,38396368;8,47500678;5013,200004;4;2025 - 2026;
JOUEUR 08;U17;Defenseur;Central Centre;16/12/2023;Friendly Match;34,6;6917,953524;208,8936107;84,28969689;8,5694513;3327,600001;6;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;30/03/2025;Friendly Match;33,7;3658,102113;191,4702517;84,21299929;8,80834038;1757,400002;4;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;23/03/2025;Match Day;34,58;3770,273263;209,7475578;84,15710299;9,60556324;2085,8;5;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;23/03/2024;Match Day;33,2;9789,487294;605,1888976;83,95196948;8,43889564;5759,200008;5;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;14/03/2025;Match Day -2;33,7;6221,474832;297,7058239;83,86142965;8,52222904;3784,500006;3;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;25/08/2024;Match Day;33;11198,79959;473,0270903;83,79950603;8,74722922;5981,199996;4;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;13/01/2024;Friendly Match;33,7;7153,911607;587,3806658;83,73544564;8,76667368;3376,799997;5;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;03/10/2025;Match Day -2;33;5872,989814;252,761838;83,2939429;8,21389546;3915,099999;8;2025 - 2026;
JOUEUR 15;U19;Milieu;Milieu Axial;12/08/2023;Friendly Match;33,2;6058,517604;285,5069761;83,2155037;8,9583405;2831,900002;4;2023 - 2024;
JOUEUR 09;Pro2;Defenseur;Central Centre;18/01/2025;Match Day;32,7;9375,63703;293,1756424;82,88105718;8,57778464;5585,799995;6;2024 - 2025;
JOUEUR 13;U17;Milieu;Milieu Defensif;04/09/2025;Match Day -3;30,29;5402,791106;273,285726;82,84405718;8,81667372;3731,600008;;2025 - 2026;
JOUEUR 11;U17;Defenseur;Lateral Droit;15/11/2023;Match Day -3;33,2;6567,92361;592,0841742;82,84185528;8,45278454;4021,000005;7;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;31/03/2024;Friendly Match;33,2;5969,256654;257,5942233;82,83046815;8,52222904;3457,199992;4;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;05/10/2023;Match Day -2;32,8;13087,12778;369,6907291;82,7653786;8,00278418;8989,099987;5;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;09/12/2023;Friendly Match;33,2;8555,761205;296,9299804;82,75866826;8,4027845;5037,699994;5;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;25/03/2025;Match Day -4;33,2;4998,761469;25,43432502;82,74589011;11,4704363;3514,100009;2;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;13/08/2025;Friendly Match;35;3404,766378;270,4101121;82,58432678;8,37222892;1963,199998;4;2025 - 2026;
JOUEUR 08;U17;Defenseur;Central Centre;13/10/2024;Match Day;34,6;11031,84633;462,2135034;82,5529665;8,03056198;5778,999993;7;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;13/02/2025;Match Day -3;34,58;6709,657604;764,9616083;82,52570538;7,40000592;4720,200014;7;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;18/11/2023;Match Day;34,6;10152,68316;429,7741379;82,52249113;8,2222288;5654,600003;4;2023 - 2024;
JOUEUR 09;Pro2;Defenseur;Central Centre;12/02/2025;Match Day -3;32,7;7831,865793;256,154884;82,45043891;8,54445128;4745,299999;6;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;05/09/2024;Match Day -3;33,2;8898,899299;971,5717643;82,41467547;7,54445048;6046,300004;4;2024 - 2025;
JOUEUR 07;U19;Milieu;Milieu Offensif;12/09/2023;Match Day +3;32,83;3468,043301;162,4718579;82,39476143;8,54722906;2913,900004;7;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;31/01/2024;Friendly Match;33,2;9736,679348;440,606017;82,23281791;8,20556212;4848,600004;5;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;26/03/2025;Match Day -4;33,9;7292,752729;426,6180396;82,23193367;7,95556192;4575,000001;6;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;30/01/2024;Match Day +3;37,37;4635,713937;240,9127025;82,15662942;8,48334012;3611,3;6;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;09/03/2025;Match Day;37,37;6151,276096;466,0963787;82,03079396;9,2083407;3750,100002;7;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;27/03/2025;Match Day -2;33,13;6566,913862;986,8929082;82,01197633;7,8194507;4458,500012;6;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;31/07/2024;Pre saison;33,9;7905,841738;550,0091788;81,88859148;8,1805621;7020,499996;5;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;20/12/2023;Match Day -3;32,7;8034,45176;331,7645971;81,83923229;8,43889564;5289,400007;6;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;05/11/2024;Match Day -4;37,37;5171,328267;247,4979251;81,81817392;8,51111792;3417,500005;5;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;16/11/2024;Friendly Match;33,13;11183,58467;582,8453903;81,57192508;8,29722886;5585,299998;4;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;27/07/2024;Friendly Match;33,7;7584,036162;449,4209835;81,50039345;8,15833986;3747,799998;4;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;10/02/2024;Match Day;36,3;1812,409078;129,7867547;81,37439114;9,1388962;1119,500006;4;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;26/04/2024;Match Day -2;35;4214,146203;240,7570021;81,34346713;8,8750071;3374,89999;5;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;06/12/2024;Match Day -2;33,9;6200,11448;453,540415;81,28403048;8,2777844;3865,000008;7;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;03/08/2024;Friendly Match;33,2;7957,977137;513,6203695;81,27645362;8,16111764;3862,000003;6;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;11/10/2023;Match Day -3;33,13;6297,55077;242,8426009;81,26846136;8,14445096;4057,599994;5;2023 - 2024;
JOUEUR 12;U17;Milieu;Milieu Defensif;03/10/2025;Match Day -2;33,13;6069,588813;215,1316807;81,16638037;8,02222864;3915,099999;7;2025 - 2026;
JOUEUR 15;U19;Milieu;Milieu Axial;17/01/2024;Match Day -4;33,2;8593,612456;758,0025513;81,1254526;8,5000068;8011,300001;2;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;12/11/2023;Match Day;32,8;11917,89662;617,904732;81,03882678;8,01667308;5797,1;6;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;12/09/2023;Match Day +3;33;4077,103632;178,558284;81,01673156;8,30000664;3224,600003;7;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;20/12/2023;Match Day -3;36,3;6199,384338;202,9459652;80,93481481;8,65000692;4541,900004;6;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;09/08/2023;Pre saison;36,3;10462,16864;248,593726;80,78532321;8,21389546;5165,000009;6;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;24/11/2024;Match Day;33;9227,759479;199,3588465;80,7001462;9,13056286;5617,699998;4;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;04/09/2025;Match Day -3;33,9;4761,307477;257,0102632;80,46413462;8,44722898;3731,600008;;2025 - 2026;
JOUEUR 15;U19;Milieu;Milieu Axial;20/12/2023;Match Day -3;33,2;7034,870787;340,8830458;80,17312204;8,03889532;4541,900004;7;2023 - 2024;
JOUEUR 07;U19;Milieu;Milieu Offensif;27/11/2024;Match Day +3;32,83;8276,261345;414,8367155;80,06712712;7,95556192;4630,799997;4;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;02/05/2024;Match Day -2;33;5705,788343;221,6327686;80,04452333;8,24722882;3617,800018;3;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;19/11/2023;Match Day;32,8;13017,8097;613,319408;80,0013772;8,24722882;6103,799996;5;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;20/09/2023;Match Day -3;33,2;7132,598915;715,3780022;79,9900037;8,41389562;4281,699995;6;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;03/02/2024;Match Day;32,8;11366,85163;741,4511429;79,8144149;8,75556256;5770,19999;3;2023 - 2024;
JOUEUR 08;U17;Defenseur;Central Centre;07/10/2023;Match Day;34,6;9889,132564;277,98361;79,42680095;8,04445088;5653,099996;3;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;28/04/2024;Match Day;33;9769,505549;586,7668575;79,09768992;8,46945122;4476,699999;5;2023 - 2024;
JOUEUR 09;Pro2;Defenseur;Central Centre;12/01/2025;Match Day;32,7;9694,531515;365,6778495;79,07618889;8,49722902;6217,000007;7;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;30/08/2023;Match Day -3;33,7;10842,45368;475,8403757;79,07016279;8,2777844;7432,399996;4;2023 - 2024;
JOUEUR 09;Pro2;Defenseur;Central Centre;15/02/2024;Match Day -3;32,7;5326,271809;172,8259941;79,06633861;8,40000672;4022,199979;6;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;09/09/2023;Match Day;33;8960,107626;348,6175817;79,01548168;8,49445124;4789,799984;6;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;30/08/2025;Match Day;33;11122,1761;396,8913643;78,96950148;7,97778416;5635,900002;;2025 - 2026;
JOUEUR 15;U19;Milieu;Milieu Axial;03/10/2025;Match Day -2;33,2;6158,522657;238,4471678;78,92033265;8,17222876;3915,099999;7;2025 - 2026;
JOUEUR 08;U17;Defenseur;Central Centre;11/10/2023;Match Day -3;34,6;6393,795797;177,8498844;78,91092278;8,24722882;4057,599994;4;2023 - 2024;
JOUEUR 05;U19;Attaquant;Avant Centre;16/09/2023;Match Day;34,58;4154,343874;170,1730607;78,79822409;8,71111808;2052,699996;8;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;02/10/2024;Match Day +3;33,2;9245,685353;301,9827494;78,67934438;7,98056194;7675,799993;6;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;04/12/2024;Match Day -3;37,37;5948,853492;351,1746073;78,65869255;8,4861179;4507,7;6;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;24/05/2025;Friendly Match;33,13;9912,321521;423,307842;78,61604003;8,60000688;4620,000008;5;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;18/11/2023;Match Day;33,7;8897,256704;370,1941925;78,55631399;8,0972287;5198,400002;4;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;13/04/2025;Match Day;33,2;9639,465357;534,0423725;78,52313107;8,77500702;5553,499995;4;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;25/07/2025;Pre saison;35;4753,221335;209,563938;78,49157368;8,90000712;4151,699997;8;2025 - 2026;
JOUEUR 12;U17;Milieu;Milieu Defensif;12/03/2025;Match Day -4;33,13;5455,065452;712,4329943;78,4113773;7,50833934;4675,999993;6;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;29/08/2024;Match Day -2;35;4443,801806;213,8720693;78,34465001;8,54445128;4020,899997;6;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;11/10/2024;Match Day -2;33,2;5128,607853;206,8706264;77,98542045;8,7361181;4565,200003;5;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;08/05/2025;Match Day -3;33,7;7859,707851;1029,35961;77,94075568;8,74445144;4358,500014;5;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;03/08/2024;Friendly Match;33;8542,392015;504,1602987;77,9178413;8,04722866;3846,199999;7;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;03/04/2024;Match Day -4;36,3;9473,051389;712,5100448;77,87918405;7,90833966;4710,39999;7;2023 - 2024;
JOUEUR 09;Pro2;Defenseur;Central Centre;10/11/2024;Match Day;32,7;7417,831046;244,9850207;77,85446102;8,83056262;4513,799995;4;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;12/09/2023;Match Day +3;33,2;3251,928151;199,6946367;77,81030246;8,3750067;3224,600003;5;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;07/02/2024;Match Day -3;33,9;5938,644443;931,8045947;77,58190125;7,57500606;3572,700005;4;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;21/03/2025;Match Day -2;33,2;7211,29167;324,7802436;77,57755867;8,31389554;3868,90001;6;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;16/03/2024;Match Day;34,58;7068,6756;489,1681069;77,5024209;8,22500658;3778,200003;5;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;18/01/2025;Match Day -1;33,9;3699,475124;290,8844916;77,41878451;8,46389566;3711,700013;5;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;01/05/2024;Match Day -3;37,37;6753,191938;324,3749693;77,35507937;9,25556296;4265,600002;6;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;26/08/2025;Match Day +3;36,3;6700,017931;128,3172065;77,335755;9,40834086;6166,100005;2;2025 - 2026;
JOUEUR 05;U19;Attaquant;Avant Centre;23/08/2023;Pre saison;34,58;10613,82596;780,3770466;77,2464179;8,62778468;7868,299989;5;2023 - 2024;
JOUEUR 08;U17;Defenseur;Central Centre;12/09/2025;Match Day -2;34,6;5929,38255;204,0998036;77,09967051;7,98333972;3816,100011;5;2025 - 2026;
JOUEUR 05;U19;Attaquant;Avant Centre;21/09/2025;Match Day;34,58;2588,222022;169,0683977;76,91813704;9,06389614;1449,099996;6;2025 - 2026;
JOUEUR 11;U17;Defenseur;Lateral Droit;11/11/2023;Match Day;33,2;9531,97995;279,3649642;76,88356899;8,40000672;5652,199992;4;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;08/11/2024;Match Day -2;33,7;4968,788912;232,8808217;76,82680115;8,37222892;3323,50001;4;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;31/10/2024;Match Day -3;33;8261,231139;1043,343567;76,82086878;7,59445052;4748,000008;6;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;27/07/2024;Friendly Match;32,7;6920,114634;289,239059;76,6948866;8,38056226;3896;5;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;02/09/2023;Match Day;33;11213,16005;361,2115411;76,68353681;8,32500666;5878,600012;6;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;31/08/2025;Match Day;33,2;8994,352084;326,5428626;76,66922655;8,4444512;5622,899999;;2025 - 2026;
JOUEUR 04;Pro2;Attaquant;;13/11/2024;Match Day +3;36,3;3387,761031;241,5330696;76,47162436;8,7222292;1631,199998;6;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;08/11/2024;Match Day -2;33,9;5109,356936;386,5035469;76,39495614;8,47500678;3236,600006;7;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;11/10/2023;Treve;32,8;8363,203229;223,656332;76,39279945;8,16945098;4317,600006;5;2023 - 2024;
JOUEUR 07;U19;Milieu;Milieu Offensif;18/09/2025;Match Day -3;32,83;6945,667831;349,1380272;76,38747967;9,3333408;4477,60001;4;2025 - 2026;
JOUEUR 05;U19;Attaquant;Avant Centre;11/10/2023;Match Day -3;34,58;9794,618927;270,3853993;76,36343454;8,98889608;6885,799995;6;2023 - 2024;
JOUEUR 07;U19;Milieu;Milieu Offensif;27/01/2024;Match Day;32,83;11905,45477;473,1874249;76,22781498;8,49722902;5771,099992;4;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;11/01/2025;Friendly Match;33,7;7437,059215;302,8934735;76,21854675;8,3611178;4553,30001;5;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;17/02/2024;Match Day;32,8;2540,031426;233,3051788;76,20726144;8,53056238;1101,5;4;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;25/05/2024;Match Day;33,2;9657,213508;595,9026498;76,11218346;8,14722874;5721,500006;4;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;03/08/2023;Pre saison;33,7;6113,756297;251,5611757;76,06231858;8,23333992;3305,800001;5;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;09/04/2025;Match Day +3;36,3;6840,808248;396,3228867;75,94734561;8,1250065;4520,199998;7;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;12/07/2025;Friendly Match;36,3;5231,057676;261,2861842;75,92363129;8,33611778;2887,999997;5;2025 - 2026;
JOUEUR 05;U19;Attaquant;Avant Centre;04/09/2025;Match Day -3;34,58;5177,557828;327,8368797;75,81418587;8,07500646;3731,600008;;2025 - 2026;
JOUEUR 06;U19;Attaquant;Aillier Droit;18/09/2024;Match Day -4;33,9;5983,431397;232,6545137;75,78126494;8,31389554;4604,200004;6;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;04/04/2024;Match Day -3;32,7;5370,776666;445,7431985;75,67383894;14,33025184;4320,181586;5;2023 - 2024;
JOUEUR 09;Pro2;Defenseur;Central Centre;20/07/2025;Friendly Match;32,7;6020,852109;142,3231869;75,63343704;8,8055626;3835,599999;4;2025 - 2026;
JOUEUR 03;Pro2;Attaquant;;26/03/2025;Match Day -3;35;3557,532969;195,8324457;75,5924918;9,21111848;2210,199981;4;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;15/05/2025;Match Day -2;34,58;4658,385301;244,8548587;75,47032241;9,81389674;3645,500004;8;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;13/04/2024;Match Day;33,2;9035,483378;311,0891316;75,35059441;8,23056214;5798,099993;4;2023 - 2024;
JOUEUR 12;U17;Milieu;Milieu Defensif;18/09/2025;Match Day -3;33,13;7916,9453;292,4227379;75,21288332;8,27500662;4477,60001;6;2025 - 2026;
JOUEUR 01;U17;Attaquant;Aillier Gauche;24/09/2025;Match Day -3;33,7;7838,864689;421,4888736;75,17777742;4,443130034;4464,10001;6;2025 - 2026;
JOUEUR 07;U19;Milieu;Milieu Offensif;09/08/2025;Friendly Match;32,83;7902,795857;461,8870132;75,15795373;8,35000668;3803,499997;7;2025 - 2026;
JOUEUR 01;U17;Attaquant;Aillier Gauche;14/02/2025;Match Day -2;33,7;5982,126841;320,2989811;75,14239797;8,26667328;4692,999998;6;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;11/09/2025;Match Day -2;33,2;8077,7032;244,6478276;75,04287824;8,194451;4924,799982;5;2025 - 2026;
JOUEUR 15;U19;Milieu;Milieu Axial;11/01/2025;Friendly Match;33,2;7383,274969;414,4760777;75,00520643;8,16945098;4553,30001;5;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;17/01/2024;Match Day -4;32,7;8350,433898;476,8242868;74,99281746;8,6388958;7833,100007;4;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;09/08/2024;Pre saison;35;4987,739162;217,5690237;74,92717847;8,2500066;4236,799996;8;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;23/11/2024;Match Day;32,7;9373,302244;566,9695416;74,90823568;8,1250065;5599,199995;8;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;31/08/2024;Match Day;32,8;7523,088328;372,433553;74,86546572;7,8750063;3647,699991;4;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;03/12/2023;Match Day;32,7;8872,909137;325,018857;74,77004926;8,41389562;5924,299997;6;2023 - 2024;
JOUEUR 08;U17;Defenseur;Central Centre;08/05/2024;Match Day;34,6;6895,389635;106,3144556;74,66611192;8,80278482;3476,000002;4;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;09/12/2023;Match Day;33,7;8937,83269;333,7553258;74,60355556;8,14167318;4720,400003;5;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;24/07/2024;Pre saison;33;11545,6205;275,0141663;74,56147402;8,09445092;4959,999998;6;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;08/08/2024;Pre saison;35;6398,434892;403,1689608;74,50052853;8,48056234;4161,299988;7;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;17/02/2024;Match Day;33,2;10458,4537;512,520932;74,46013726;8,60000688;6077,79999;3;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;26/02/2025;Match Day -3;37,37;5940,237326;213,1228074;74,4457893;8,06111756;4224,399998;5;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;26/02/2025;Match Day -3;32,7;5704,716625;270,3644852;74,4450362;8,22500658;4224,399998;6;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;12/09/2023;Match Day +3;34,58;3679,014237;153,126853;74,4175967;8,89167378;3224,600003;5;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;03/04/2024;Match Day -4;37,37;10669,66948;601,7773273;74,39005899;8,05000644;8069,59998;5;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;27/11/2024;Match Day +3;36,3;4017,98156;141,8995196;74,30670259;8,17500654;2295,399997;6;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;03/10/2024;Match Day -3;33,9;7021,74776;766,059878;74,20758591;8,00278418;4566,999991;6;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;24/04/2024;Match Day -4;33,2;11075,79789;351,0809646;74,1397582;8,3194511;7321,399997;4;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;05/08/2023;Friendly Match;36,3;4734,230621;400,2442647;74,13579479;8,10000648;2476,099999;5;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;07/04/2024;Match Day;37,37;2129,178353;213,9247532;74,00811651;9,7500078;1099,399997;4;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;24/04/2024;Match Day -4;33,9;10228,74031;314,6414554;73,85644357;8,67778472;7697,899998;4;2023 - 2024;
JOUEUR 09;Pro2;Defenseur;Central Centre;04/09/2025;Friendly Match;32,7;4287,008105;215,7837911;73,79170065;8,48889568;2738,099998;;2025 - 2026;
JOUEUR 05;U19;Attaquant;Avant Centre;06/10/2024;Match Day;34,58;2327,06551;133,9334857;73,72004844;8,36945114;1190,300002;7;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;21/08/2025;Match Day -2;33;6832,103007;364,7813843;73,52731254;8,56389574;4437,300001;7;2025 - 2026;
JOUEUR 07;U19;Milieu;Milieu Offensif;05/08/2023;Friendly Match;32,83;5835,923928;218,8691825;73,51342032;8,3472289;2795,500003;6;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;16/12/2023;Friendly Match;33,2;3758,936979;205,8649632;73,41241627;8,66389582;2077,900006;3;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;17/09/2025;Match Day -3;37,37;6359,29743;274,433489;73,40581413;8,83056262;4712,600001;5;2025 - 2026;
JOUEUR 07;U19;Milieu;Milieu Offensif;12/12/2024;Match Day -3;32,83;7882,762106;581,5113507;73,15072443;8,38611782;4428,199999;3;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;31/08/2025;Match Day;34,6;10175,98453;357,9588957;73,11483477;8,31667332;5622,899999;;2025 - 2026;
JOUEUR 05;U19;Attaquant;Avant Centre;24/09/2025;Match Day -3;34,58;7436,379825;375,1427079;72,92934702;4,596075052;4464,10001;6;2025 - 2026;
JOUEUR 07;U19;Milieu;Milieu Offensif;17/08/2024;Friendly Match;32,83;11533,4938;578,673852;72,85691498;8,1527843;5604,700004;5;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;12/03/2025;Match Day -3;37,37;6688,397424;190,6192544;72,83828305;8,43611786;4496,299995;5;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;08/10/2025;Match Day +3;34,6;7749,808391;179,0072867;72,81865492;8,28889552;5402,700001;4;2025 - 2026;
JOUEUR 06;U19;Attaquant;Aillier Droit;09/08/2023;Pre saison;33,9;10127,24246;260,4157076;72,79407261;8,29722886;5165,000009;4;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;01/03/2025;Friendly Match;33,2;10757,22849;472,478969;72,72264592;8,0972287;5620,299998;5;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;11/11/2023;Match Day;33,13;11118,24249;405,8754046;72,71344165;8,13333984;5652,199992;4;2023 - 2024;
JOUEUR 05;U19;Attaquant;Avant Centre;03/08/2023;Pre saison;34,58;5664,176099;182,283032;72,70059586;8,61389578;3305,800001;4;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;12/03/2024;Match Day +3;35;4346,95502;387,3651834;72,56777498;8,59167354;4091,700018;6;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;07/02/2024;Match Day -3;36,3;6335,361881;556,0333887;72,44593307;8,08889536;3623,800006;5;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;01/03/2025;Friendly Match;33;5723,997259;369,4407575;72,33400711;8,8750071;2856,099994;4;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;24/01/2025;Match Day -1;35;4710,000879;130,4223752;72,27110566;8,97500718;3774,200002;4;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;12/01/2025;Match Day;33;10705,48228;468,0760711;72,263223;8,95556272;6216,999488;5;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;25/10/2024;Treve;32,8;5242,161742;208,6464803;72,15018699;7,93611746;3554,79999;4;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;30/11/2024;Match Day;34,58;4175,646342;297,1962083;72,12199265;8,31667332;2666,2;5;2024 - 2025;
